time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,alt,dt,step_dist,v_gps,ax_w,ay_w,az_w,acc_mag,v_imu,fused_speed,delta_alt,fused_vz
50654626,9.21677541732788,-0.065659262239933,-3.3570491075515747,0.0006570114055647999,0.0007816132565494,0.0007640226685907,-35.3632649,149.1652374,584.85,0.019993,0.0,0.0,0.0007034453617654072,-0.0008174596250093008,-0.0006657830607768034,0.0012674157563826243,0.0,0.0,0.0,0.0
50674626,9.217222690582275,-0.0632970128208398,-3.3554376363754272,0.0006549288227688,0.0007535235199611001,0.0008492403721901999,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,-0.0007913025486707829,0.001758609797916949,-0.0008125386271977675,0.00209262685769604,9.45242050088242e-06,9.45242050088242e-08,0.0,-3.6958042199364275e-07
50694626,9.216987133026123,-0.06518656387925145,-3.356731414794922,0.0007587968138977,0.00072858447674655,0.0007253962976392001,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0006323891442624282,4.1722748365058404e-05,-0.0005786874100550676,0.0008582167185905564,2.7525666612005672e-05,2.465205807525873e-07,0.0,-7.246449022003295e-07
50714626,9.216587543487549,-0.0647629760205745,-3.356701970100403,0.0008340032945852,0.0007692220387979999,0.0007598761585540499,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.000898823845559018,0.0006563171993944489,-0.000967067683365741,0.0014744003783833126,3.671526719437207e-05,3.684667715363008e-07,0.0,-1.095396528981274e-06
50734626,9.216257572174072,-0.06524811685085295,-3.3574326038360596,0.0007224954606499,0.00074043916538355,0.0007393935520666999,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0018411958034002794,0.00034670668343968203,-0.0010239508650844442,0.002135107230306648,5.9943735801578004e-05,5.345483604353527e-07,0.0,-1.5169493598948592e-06
50754626,9.21665096282959,-0.06525525823235509,-3.3559430837631226,0.00072820324567145,0.0007376181019935,0.0007637460075784,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.00045399248691828224,0.0005413535036961764,-0.0011638457134317548,0.0013615100582866962,8.26760839515039e-05,8.652526962413683e-07,0.0,-2.376361154456319e-06
50774626,9.217906475067139,-0.06486037001013756,-3.3566495180130005,0.00069133198121555,0.0007401470502372001,0.00079931519576345,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0008396040620879182,0.0011359460749849337,0.00025487141648916634,0.0014353633356371492,0.00010347573584540229,1.2413459576194477e-06,0.0,-3.1788382099145804e-06
50794626,9.217657089233398,-0.06498150900006289,-3.3561270236968994,0.0006289338052738,0.0008610929071437,0.0007401930633932,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0006038467813636945,0.0011929243530953565,-0.0001574109114343969,0.0013462828984317804,0.0001300765827266114,1.6515496220778707e-06,0.0,-3.832446611142082e-06
50814626,9.218261241912842,-0.0650206543505191,-3.3563963174819946,0.00067409090115685,0.00073099392466245,0.00079350930172945,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0007955924579903036,0.0013479889953273566,0.0005026272668455789,0.0016439817091778624,0.00015824358509937438,2.1376628936978796e-06,0.0,-4.296957867486384e-06
50834626,9.217042922973633,-0.06422108784317965,-3.35576331615448,0.0007391586550511,0.0007122403767425001,0.00079177969018925,-35.3632649,149.1652374,584.85,0.02,0.0,0.0,0.0007670235964408246,0.0023342087390011146,-0.0008641568558864776,0.0026045388663450183,0.0001966114272934646,2.6843336596654262e-06,0.0,-4.598520227889758e-06
